,comp1,comp2,comp3,cluster,cluster_broad,id,date_publish,outlet,headline,article_terms,cluster_terms_str
517,-0.00033417043582407405,-0.00020747176808324808,-0.0005230054652704877,501,2,55559183,2019-08-28 17:38:29,Yahoo! News,"In watershed discovery, skull of ancient human ancestor unearthed","['watersh', 'discoveri', 'skull', 'ancient', 'human', 'ancestor', 'unearthedscientist', 'wednesday', 'announc', 'landmark', 'discoveri', 'ethiopia', 'nearli', 'complet', 'skull', 'earli', 'human', 'ancestor', 'live', '38', 'million', 'year', 'ago', 'speci', 'boast', 'intrigu', 'mixtur', 'apelik', 'humanlik', 'characterist', 'fossil', 'dub', 'mrd', 'provid', 'insight', 'pivot']","ancestor, luci, fossil, reveal, ethiopia, speci, skull, fame, ethiopian, ancient"
518,-0.00012889361799083162,-0.00037003063116045586,-0.0004748237290034578,195,0,79065348,2019-08-28 17:38:53,Politico,USCIS changes automatic citizenship for children of overseas service members,"['usci', 'chang', 'automat', 'citizenship', 'children', 'oversea', 'servic', 'membersstart', 'oct', '29', 'parent', 'children', 'born', 'outsid', 'us', 'appli', 'citizenship', 'child', 'behalf']","citizenship, children, abroad, born, member, employe, militari, automat, polici, administr"
519,8.848017617999194e-06,-0.0002740583164838667,-0.0008677691017949881,1143,4,45793749,2019-08-28 17:41:10,The Washington Post,Official news agency says Lebanese army has fired at two Israeli drones that violated Lebanese airspace amid tensions,"['offici', 'news', 'agenc', 'say', 'lebanes', 'armi', 'fire', 'two', 'isra', 'drone', 'violat', 'lebanes', 'airspac', 'amid', 'tensionsoffici', 'news', 'agenc', 'say', 'lebanes', 'armi', 'fire', 'two', 'isra', 'drone', 'violat', 'lebanes', 'airspac', 'amid', 'tension']","lebanes, isra, airspac, drone, armi, open, breach, near, fire, return"
520,0.0004234471435228345,-0.000950567204817221,-0.0010923689486787025,828,8,4482389,2019-08-28 17:42:59,Fox News,Georgia man charged as serial rapist was recruit for police department that arrested him,"['georgia', 'charg', 'serial', 'rapist', 'recruit', 'polic', 'depart', 'arrest', 'hima', 'former', 'polic', 'recruit', 'accus', 'seri', 'rape', 'georgia', 'arrest', 'member', 'depart', 'hope', 'work', 'offici', 'said', 'wednesday']","recruit, serial, georgia, rape, hire, polic, arrest, 2015, rapist, suspect"
521,-0.0003579710501975193,-0.00038622920015162827,-0.00034941817372981856,501,2,55100613,2019-08-28 17:46:14,Los Angeles Times,3.8-million-year-old fossil reveals face of Lucy's ancestors,"['38millionyearold', 'fossil', 'reveal', 'luci', 'ancestorsscientist', 'found', '38millionyearold', 'cranium', 'belong', 'ancestor', 'luci', 'speci', 'fossil', 'complet', 'enough', 'see', 'ancient']","ancestor, luci, fossil, reveal, ethiopia, speci, skull, fame, ethiopian, ancient"
522,-0.0005711336013288882,-0.0007682536347914022,0.0017888032013159538,183,5,55218318,2019-08-28 17:52:00,NBC News,The queen isn't meant to get involved in U.K. politics. Boris Johnson just dragged her in.,"['queen', 'isnt', 'meant', 'get', 'involv', 'uk', 'polit', 'bori', 'johnson', 'drag', 'ina', 'ceremoni', 'head', 'state', 'queen', 'elizabeth', 'use', 'drag', 'heart', 'british', 'polit', 'that', 'bori', 'johnson', 'put']","queen, corbyn, drag, bori, opposit, elizabeth, johnson, labour, leader, jeremi"
523,-0.0006131571929077907,-0.0005696562044765292,0.001937291705203138,1293,5,3693942,2019-08-28 17:53:06,Reuters,"Johnson to suspend parliament before Brexit, opposition denounces 'coup'","['johnson', 'suspend', 'parliament', 'brexit', 'opposit', 'denounc', 'coupprim', 'minist', 'bori', 'johnson', 'suspend', 'britain', 'parliament', 'month', 'brexit', 'enrag', 'oppon', 'rais', 'stake', 'countri', 'seriou', 'polit', 'crisi', 'decad']","coup, oppon, suspend, enrag, stage, johnson, oct, parliament, denounc, describ"
524,8.818972842144047e-05,-0.0002735989494878072,-0.0008279398049627674,1143,4,45586968,2019-08-28 17:53:38,The Washington Post,The Latest: Lebanese army fires at 2 Israeli drones,"['latest', 'lebanes', 'armi', 'fire', '2', 'isra', 'droneslebanon', 'offici', 'news', 'agenc', 'secur', 'offici', 'say', 'militari', 'fire', 'two', 'isra', 'reconnaiss', 'drone', 'violat', 'lebanes', 'airspac']","lebanes, isra, airspac, drone, armi, open, breach, near, fire, return"
525,-0.00034630181351443933,-0.0007267397830538221,-0.00016453162748033312,510,10,55512283,2019-08-28 17:54:11,Yahoo! News,Fox News Stars Push Back as Trump Demands Loyalty: We Don’t ‘Work for You’,"['fox', 'news', 'star', 'push', 'back', 'trump', 'demand', 'loyalti', 'dont', 'work', 'youphoto', 'illustr', 'daili', 'beastgettysever', 'fox', 'news', 'person', 'push', 'back', 'wednesday', 'presid', 'donald', 'trump', 'escal', 'public', 'attack', 'rightlean', 'outlet', 'occasion', 'antitrump', 'voicesin', 'middl', 'typic', 'chaotic', 'tweetstorm', 'spur', 'morn']","fox, news, coverag, increasingli, network, silent, donald, blast, attack, lose"
526,0.0005440075029413602,-0.0004637416129127409,-0.001119602827272981,1157,8,2194670,2019-08-28 17:55:57,Reuters,At least 26 killed in 'horrendous' arson attack on bar in Mexico,"['least', '26', 'kill', 'horrend', 'arson', 'attack', 'bar', 'mexicoat', 'least', '26', 'peopl', 'kill', 'arson', 'attack', 'suspect', 'gang', 'member', 'bar', 'southern', 'mexican', 'port', 'coatzacoalco', 'late', 'tuesday', 'author', 'said', 'fresh', 'blow', 'govern', 'effort', 'curb', 'violenc']","bar, coatzacoalco, attack, mexico, 23, arson, kill, port, gang, southern"
527,7.733201424061914e-06,-0.0007634790472997407,-0.0010785448534794768,1222,2,59586248,2019-08-28 17:56:54,Chicago Tribune,"FBI searches Detroit-area home of UAW president, apparently as part of corruption probe","['fbi', 'search', 'detroitarea', 'home', 'uaw', 'presid', 'appar', 'part', 'corrupt', 'probefeder', 'agent', 'wednesday', 'search', 'suburban', 'detroit', 'home', 'presid', 'unit', 'auto', 'worker', 'appar', 'anoth', 'step', 'corrupt', 'investig', 'net', 'labor', 'leader', 'auto', 'industri', 'offici', 'soil', 'union', 'reput', 'contract', 'talk', 'us', 'car', 'compani']","search, corrupt, auto, uaw, home, detroit, probe, retreat, union, locat"
529,-0.0005560585885322426,0.0001974405702270734,-0.00021030650346906231,1023,2,39106590,2019-08-28 18:00:28,The Guardian,Australia pressures Unesco over impact of climate change on Great Barrier Reef,"['australia', 'pressur', 'unesco', 'impact', 'climat', 'chang', 'great', 'barrier', 'reeftwo', 'govern', 'report', 'expect', 'project', 'poor', 'outlook', 'reef']","reef, barrier, great, poor, outlook, chang, australian, australia, climat, condit"
530,-0.00040248714903955846,-0.0011138358211075436,0.0004827380514057463,790,3,54582082,2019-08-28 18:01:05,National Review,Kirsten Gillibrand Drops Out of Presidential Race,"['kirsten', 'gillibrand', 'drop', 'presidenti', 'racesen', 'kirsten', 'gillibrand', 'drop', '2020', 'presidenti', 'race', 'wednesday', 'fail', 'qualifi', 'third', 'democrat', 'presidenti', 'debat', 'schedul', 'septemb', '12']","gillibrand, kirsten, presidenti, race, senat, bid, traction, gain, qualifi, opinion"
531,-0.0002879769088053361,3.46956442906013e-05,-0.0006973508509011395,504,2,2319654,2019-08-28 18:02:34,Reuters,SpaceX's Mars rocket prototype rattles nearby residents in Texas flight test,"['spacex', 'mar', 'rocket', 'prototyp', 'rattl', 'nearbi', 'resid', 'texa', 'flight', 'testspacex', 'testlaunch', 'earli', 'prototyp', 'compani', 'mar', 'rocket', 'tuesday', 'unnerv', 'resid', 'near', 'texa', 'site', 'clear', 'anoth', 'key', 'hurdl', 'billionair', 'entrepreneur', 'elon', 'musk', 'interplanetari', 'ambit']","spacex, mar, prototyp, test, rocket, starhopp, musk, texa, elon, rattl"
532,2.7218200814891685e-06,-0.0007104088311916806,-0.0010049379122577557,986,2,55213986,2019-08-28 18:03:00,NBC News,FBI raids home of UAW president as bribery probe expands,"['fbi', 'raid', 'home', 'uaw', 'presid', 'briberi', 'probe', 'expandsth', 'fbi', 'launch', 'seri', 'raid', 'four', 'state', 'wednesday', 'includ', 'home', 'gari', 'jone', 'presid', 'unit', 'auto', 'worker', 'union', 'part', 'expand', 'corrupt', 'probe']","gari, jone, home, raid, raid, uaw, auto, ir, fbi, worker"
534,-0.0006405107943907148,-0.000575581359331291,0.0017776475391697356,609,5,39167019,2019-08-28 18:06:04,The Guardian,"Boris Johnson’s move to prorogue parliament ‘a constitutional outrage’, says Speaker","['bori', 'johnson', 'move', 'prorogu', 'parliament', 'constitut', 'outrag', 'say', 'speakerjohn', 'bercow', 'pledg', 'ensur', 'mp', 'chanc', 'discuss', 'move', 'tabl', 'legisl', 'deal']","speaker, bercow, outrag, constitut, john, parliament, debat, normal, plan, quot"
535,-0.0004958606377392114,-1.3999611432181467e-05,-6.770972110582692e-05,587,4,2849307,2019-08-28 18:07:34,Reuters,Netanyahu says he expects U.S. peace plan 'very soon' after Israel's Sept. 17 election,"['netanyahu', 'say', 'expect', 'us', 'peac', 'plan', 'soon', 'israel', 'sept', '17', 'electionprim', 'minist', 'benjamin', 'netanyahu', 'said', 'wednesday', 'expect', 'unit', 'state', 'releas', 'longdelay', 'israelipalestinian', 'peac', 'plan', 'shortli', 'israel', 'sept', '17', 'elect']","peac, releas, isra, plan, envoy, elect, middl, greenblatt, portion, palestinian"
536,-0.0004701772007232653,-0.0006370481848400877,9.255037748608413e-05,704,2,4301847,2019-08-28 18:09:27,Breitbart,Facebook Clamps Down on Political Advertising Ahead of 2020 Election,"['facebook', 'clamp', 'polit', 'advertis', 'ahead', '2020', 'electionfacebook', 'reportedli', 'clamp', 'rule', 'relat', 'polit', 'ad', 'unit', 'state', 'ahead', '2020', 'presidenti', 'elect']","facebook, ad, polit, tighten, rule, ahead, advertis, 2020, loophol, advertis"
538,-0.00015080004205827075,-0.000931818853463756,-0.0004564993148877076,635,10,4294045,2019-08-28 18:15:56,Breitbart,President Trump Demands Retraction from MSNBC for O’Donnell’s Deutsche Bank Claims,"['presid', 'trump', 'demand', 'retract', 'msnbc', 'odonnel', 'deutsch', 'bank', 'claimstrump', 'attorney', 'offici', 'demand', 'retract', 'msnbc', 'claim', 'host', 'lawrenc', 'odonnel', 'made', 'say', 'fals', 'presid']","donnel, lawrenc, msnbc, unverifi, retract, retract, retract, host, oligarch, stori"
539,0.00017464645850461213,-0.00013586284278249128,-0.000976488923522179,1143,4,1639408,2019-08-28 18:16:36,Reuters,Lebanese army says it shot at two of three Israeli drones entering Lebanese airspace,"['lebanes', 'armi', 'say', 'shot', 'two', 'three', 'isra', 'drone', 'enter', 'lebanes', 'airspaceth', 'lebanes', 'armi', 'said', 'open', 'fire', 'two', 'three', 'isra', 'drone', 'breach', 'lebanes', 'airspac', 'wednesday', 'even', 'south', 'countri', 'near', 'isra', 'border', 'three', 'return', 'isra', 'airspac']","lebanes, isra, airspac, drone, armi, open, breach, near, fire, return"
540,-0.00025396334658956234,-0.0005716187698722613,-0.00014522152218206057,1129,2,55512889,2019-08-28 18:20:50,Yahoo! News,Teen activist sails across Atlantic to go to climate meeting,"['teen', 'activist', 'sail', 'across', 'atlant', 'go', 'climat', 'meetinga', '16yearold', 'swedish', 'climat', 'activist', 'cross', 'atlant', 'zeroemiss', 'sailboat', 'attend', 'confer', 'global', 'warm', 'approach', 'new', 'york', 'citi', 'shore', 'wednesday', 'greta', 'thunberg', 'crew', 'expect', 'arriv', 'lower', 'manhattan', 'marina', 'afternoon', 'twoweek']","activist, climat, thunberg, greta, swedish, teen, atlant, york, summit, sailboat"
541,-0.0006182828723631129,-8.428888182472598e-05,-0.00013853313657907946,989,9,1616231,2019-08-28 18:21:11,Reuters,Trump likely to unveil biofuel plan in 'the next couple of weeks': Agriculture Secretary,"['trump', 'like', 'unveil', 'biofuel', 'plan', 'next', 'coupl', 'week', 'agricultur', 'secretarypresid', 'donald', 'trump', 'like', 'announc', 'plan', 'aim', 'mitig', 'impact', 'waiver', 'grant', 'oil', 'refineri', 'biofuel', 'demand', 'next', 'coupl', 'week', 'agricultur', 'secretari', 'sonni', 'perdu', 'said', 'wednesday']","agricultur, announc, biofuel, waiver, perdu, secretari, sonni, demand, biofuel, boost"
542,-0.0006415336835342634,0.00012963821114684212,-0.0003531594161100133,989,9,1215085,2019-08-28 18:21:34,Reuters,U.S. agriculture secretary pledges Trump will announce way to boost biofuel demand,"['us', 'agricultur', 'secretari', 'pledg', 'trump', 'announc', 'way', 'boost', 'biofuel', 'demandpresid', 'donald', 'trump', 'announc', 'plan', 'boost', 'demand', 'biofuel', 'farmer', 'produc', 'say', 'suffer', 'waiver', 'administr', 'issu', 'exempt', 'oil', 'refin', 'requir', 'blend', 'ethanol', 'us', 'fuel', 'suppli', 'secretari', 'agricultur', 'sonni', 'perdu', 'said', 'wednesday']","agricultur, announc, biofuel, waiver, perdu, secretari, sonni, demand, biofuel, boost"
543,-8.594935533634054e-05,-0.00037229386211882993,-0.0004974049966930202,195,0,54579049,2019-08-28 18:25:55,National Review,Trump Administration Changes Citizenship Requirements for Children of Service Members and Government Employees Overseas,"['trump', 'administr', 'chang', 'citizenship', 'requir', 'children', 'servic', 'member', 'govern', 'employe', 'overseasth', 'trump', 'administr', 'announc', 'wednesday', 'children', 'us', 'servic', 'member', 'govern', 'employe', 'station', 'oversea', 'longer', 'grant', 'automat', 'us', 'citizenship']","citizenship, children, abroad, born, member, employe, militari, automat, polici, administr"
544,-0.0005322420955365645,-0.0003945922378099896,0.0004096994709006291,307,11,1500544,2019-08-28 18:25:56,Reuters,"Italian president summons Conte, expected to give new government mandate","['italian', 'presid', 'summon', 'cont', 'expect', 'give', 'new', 'govern', 'mandateitalian', 'presid', 'sergio', 'mattarella', 'summon', 'outgo', 'prime', 'minist', 'giusepp', 'cont', 'meet', 'thursday', 'morn', '930', '0730', 'gmt', 'presidenti', 'offici', 'said', 'wednesday']","cont, giusepp, mandat, itali, italian, form, star, movement, govern, accept"
545,-0.0005022352556275538,-0.0009803931824013121,0.001042437553724421,1141,5,18317989,2019-08-28 18:26:30,BBC,Profile: Scottish Conservative Ruth Davidson,"['profil', 'scottish', 'conserv', 'ruth', 'davidsona', 'scottish', 'tori', 'leader', 'led', 'parti', 'best', 'result', 'north', 'border', 'decad', 'ruth', 'davidson']","davidson, ruth, tori, resign, scottish, leader, warm, grim, macdonald, ramsay"
546,-0.00033386395460112617,-0.00026633841365680106,-0.00013455705653115762,1129,2,4572584,2019-08-28 18:29:21,Fox News,Teen climate crusader Greta Thunberg completes carbon-free voyage by yacht from Europe to New York City,"['teen', 'climat', 'crusad', 'greta', 'thunberg', 'complet', 'carbonfre', 'voyag', 'yacht', 'europ', 'new', 'york', 'cityteenag', 'climat', 'activist', 'greta', 'thunberg', 'arriv', 'new', 'york', 'citi', 'wenesday', '15day', 'trip', 'yacht', 'england']","activist, climat, thunberg, greta, swedish, teen, atlant, york, summit, sailboat"
547,-6.838686522227805e-05,-0.0007540822795477402,-0.0008104548592061364,924,8,4321415,2019-08-28 18:31:02,Breitbart,FEC Complaint Accuses Ilhan Omar of Breaking Law to Fund Affair,"['fec', 'complaint', 'accus', 'ilhan', 'omar', 'break', 'law', 'fund', 'affaira', 'complaint', 'file', 'fec', 'alleg', 'ilhan', 'omar', 'illeg', 'use', 'campaign', 'money', 'help', 'fund', 'affair', 'democrat', 'consult']","omar, fec, complaint, ilhan, paramour, affair, expens, travel, alleg, file"
548,-0.00013749797712083015,-0.00042185980157191004,-0.0005066218207536208,948,7,1347394,2019-08-28 18:32:09,Reuters,"Trump slams 'corrupt' Puerto Rico as Dorian becomes hurricane, heads for island","['trump', 'slam', 'corrupt', 'puerto', 'rico', 'dorian', 'becom', 'hurrican', 'head', 'islandpresid', 'donald', 'trump', 'call', 'puerto', 'rico', 'corrupt', 'place', 'earth', 'swipe', 'us', 'territori', 'leader', 'prepar', 'tropic', 'storm', 'dorian', 'becam', 'hurrican', 'wednesday', 'head', 'island']","corrupt, rico, puerto, place, earth, island, territori, storm, devast, tropic"
549,-0.00024262607844285515,-0.0005761915305287818,-0.0003768743403384304,1043,7,4255468,2019-08-28 18:37:55,USA Today,What he said about Puerto Rico and Fox News,"['said', 'puerto', 'rico', 'fox', 'newstrump', 'pat', 'back', 'approv', 'rate', 'bash', 'puerto', 'rico', 'leader', 'past', '24', 'hour', 'trump', 'tweet', 'explain']","puerto, rico, storm, tweet, heat, rivalri, pat, bash, jab, oncom"
550,-0.000235986768075202,-0.0009042227433633811,-0.00011360838379818431,743,10,55239354,2019-08-28 18:39:00,NBC News,Kellyanne Conway sings Taylor Swift song in rebuke of Equality Act advocacy,"['kellyann', 'conway', 'sing', 'taylor', 'swift', 'song', 'rebuk', 'equal', 'act', 'advocacywhit', 'hous', 'advis', 'kellyann', 'conway', 'invok', 'taylor', 'swift', 'song', 'pop', 'phenom', 'urg', 'support', 'sign', 'petit', 'urg', 'passag', 'equal', 'act']","swift, taylor, conway, equal, kellyann, act, song, respond, calm, vma"
551,0.00024097661082047504,-0.0007892596061414976,-0.0011022157056508944,474,8,115954360,2019-08-28 18:39:00,ABC News,Police searching for couple wanted on murder charges who escaped custody,"['polic', 'search', 'coupl', 'want', 'murder', 'charg', 'escap', 'custodyblan', 'susan', 'barksdal', 'want', 'connect', 'murder', 'tucson', 'allegedli', 'broke', 'free', 'secur', 'compani', 'utah']","guard, coupl, barksdal, murder, escap, utah, want, blane, susan, overpow"
552,-0.0004873882856281513,0.00040497980287937185,-0.0004954561568943219,731,1,4353988,2019-08-28 18:44:24,Breitbart,Elon Musk to Appear at AI Conference - in China,"['elon', 'musk', 'appear', 'confer', 'chinatesla', 'ceo', 'elon', 'musk', 'alibaba', 'group', 'founder', 'jack', 'set', 'debat', 'concept', 'artifici', 'intellig', 'world', 'confer', 'shanghai', 'china', 'week', 'expert', 'point', 'appear', 'could', 'bad', 'time', 'musk', 'unit', 'state', 'impos', 'china', 'time', 'communist', 'nation', 'strive', 'control', 'futur', 'artifici', 'intellig']","musk, elon, artifici, confer, alibaba, intellig, tesla, jack, founder, appear"
553,0.00011222860857393766,-6.156923004731856e-05,-0.0008912014841018508,1143,4,1954165,2019-08-28 18:47:51,Reuters,Lebanese army fires at Israeli drones near border,"['lebanes', 'armi', 'fire', 'isra', 'drone', 'near', 'borderth', 'lebanes', 'armi', 'open', 'fire', 'two', 'three', 'isra', 'drone', 'breach', 'lebanes', 'airspac', 'wednesday', 'even', 'south', 'countri', 'near', 'isra', 'border', 'three', 'return', 'isra', 'airspac', 'armi', 'said']","lebanes, isra, airspac, drone, armi, open, breach, near, fire, return"
554,-0.0005860556806617667,-0.0008612070645939614,0.0016169840150098847,1364,5,1737689,2019-08-28 18:49:40,Reuters,Conservatives' Scotland leader Davidson set to quit - media reports,"['conserv', 'scotland', 'leader', 'davidson', 'set', 'quit', 'media', 'reportsruth', 'davidson', 'leader', 'conserv', 'parti', 'scotland', 'set', 'quit', 'due', 'polit', 'disagr', 'prime', 'minist', 'bori', 'johnson', 'pressur', 'new', 'mother', 'british', 'media', 'report', 'wednesday']","davidson, quit, ruth, scotland, conserv, leader, scottish, famili, pressur, politician"
555,-0.0006326264700328265,-0.00011832861906446015,0.0003494659939436558,204,11,1054514,2019-08-28 18:56:11,Reuters,"Italian opposition PD, 5-Star say they want to form coalition led by Conte","['italian', 'opposit', 'pd', '5star', 'say', 'form', 'coalit', 'led', 'conteitali', '5star', 'movement', 'opposit', 'democrat', 'parti', 'pd', 'said', 'wednesday', 'would', 'tri', 'form', 'coalit', 'set', 'asid', 'year', 'hostil', 'avert', 'snap', 'elect', 'eas', 'econom', 'uncertainti']","cont, form, star, coalit, avert, pd, led, itali, decept, movement"
556,9.062469990389167e-05,-0.0008339964270437696,-0.001105761820983766,986,2,4264134,2019-08-28 18:58:34,USA Today,FBI raids UAW president's home as corruption investigation continues,"['fbi', 'raid', 'uaw', 'presid', 'home', 'corrupt', 'investig', 'continuesfbi', 'ir', 'agent', 'raid', 'home', 'unit', 'auto', 'worker', 'presid', 'gari', 'jone', 'metro', 'detroit', 'earli', 'wednesday', 'corrupt', 'probe', 'continu']","gari, jone, home, raid, raid, uaw, auto, ir, fbi, worker"
557,-0.00034089251572203845,-0.0010830973914527774,0.0003413146251309945,594,3,4389245,2019-08-28 18:58:48,Fox News,Trump mocks Kirsten Gillibrand as she exits 2020 race: 'She was the one I was really afraid of',"['trump', 'mock', 'kirsten', 'gillibrand', 'exit', '2020', 'race', 'realli', 'afraid', 'ofpresid', 'trump', 'fun', 'expens', 'kirsten', 'gillibrand', 'dni', 'announc', 'tuesday', 'withdraw', '2020', 'race', 'jokingli', 'suggest', 'candid', 'afraid']","gillibrand, kirsten, race, presidenti, senat, afraid, 2020, riddanc, ny, ran"
558,-0.00037991729762687883,0.00026425385312662245,-0.0006993074856463956,630,9,1826117,2019-08-28 19:01:49,Reuters,Amazon burning: Brazil reports highest forest fires since 2010,"['amazon', 'burn', 'brazil', 'report', 'highest', 'forest', 'fire', 'sinc', '2010wildfir', 'rage', 'amazon', 'rainforest', 'jump', 'year', '72843', 'fire', 'detect', 'far', 'brazil', 'space', 'research', 'center', 'inp', 'concern', 'grow', 'rightw', 'presid', 'jair', 'bolsonaro', 'environment', 'polici']","fire, amazon, brazil, bolivia, neighbor, rage, burn, forest, poison, peru"
559,0.0001172839095138099,-4.5022709554798005e-05,-0.0009078848915095777,1143,4,55512891,2019-08-28 19:01:50,Yahoo! News,Lebanese army fires at Israeli drones that entered airspace,"['lebanes', 'armi', 'fire', 'isra', 'drone', 'enter', 'airspacelebanes', 'armi', 'gunner', 'open', 'fire', 'two', 'three', 'isra', 'reconnaiss', 'drone', 'wednesday', 'enter', 'lebanes', 'airspac', 'secur', 'offici', 'state', 'news', 'agenc', 'said', 'amid', 'heighten', 'tension', 'two', 'countri', 'secur', 'offici', 'told', 'associ', 'press', 'drone', 'left']","lebanes, isra, airspac, drone, armi, open, breach, near, fire, return"
560,-0.00024018757342739842,-0.0009650066994991711,6.45464676018407e-05,840,10,4137602,2019-08-28 19:03:09,USA Today,Beto O'Rourke boots Breitbart News writer out of event at HBCU,"['beto', 'orourk', 'boot', 'breitbart', 'news', 'writer', 'event', 'hbcua', 'spokesperson', 'beto', 'orourk', 'campaign', 'told', 'usa', 'today', 'breitbart', 'writer', 'remov', 'due', 'previou', 'hate', 'report']","breitbart, rourk, report, beto, eject, speech, campaign, eject, news, comfort"
561,-0.00027612311419516485,-4.970567060838037e-05,-0.000168928033422685,760,0,3545054,2019-08-28 19:03:59,Reuters,Italy's Salvini bans latest migrant ship entering waters,"['itali', 'salvini', 'ban', 'latest', 'migrant', 'ship', 'enter', 'watersitali', 'outgo', 'interior', 'minist', 'matteo', 'salvini', 'sign', 'decre', 'ban', 'rescu', 'ship', 'carri', '100', 'migrant', 'pick', 'libyan', 'coast', 'enter', 'italian', 'water']","migrant, rescu, ship, rescu, italian, coastguard, 100, english, channel, cross"
562,-0.00022509404920654103,-0.0009461506163768303,0.0001566142871586654,840,10,55531167,2019-08-28 19:04:02,Yahoo! News,O'Rourke campaign blasts Breitbart after ejecting reporter,"['orourk', 'campaign', 'blast', 'breitbart', 'eject', 'reporterbreitbart', 'news', 'walk', 'line', 'news', 'perpetr', 'hate', 'speech']","breitbart, rourk, report, beto, eject, speech, campaign, eject, news, comfort"
563,-0.0003228988356156148,-0.0003438374219242004,-0.00024543505365429754,482,3,55548974,2019-08-28 19:05:30,Yahoo! News,Mattis sharply rebukes Trump's leadership in a not-so-subtle op-ed warning against abandoning America's allies,"['matti', 'sharpli', 'rebuk', 'trump', 'leadership', 'notsosubtl', 'ope', 'warn', 'abandon', 'america', 'alliesth', 'former', 'defens', 'secretari', 'warn', 'us', 'track', 'occupi', 'increasingli', 'lone', 'posit', 'put', 'us', 'increas', 'risk', 'world']","matti, defens, bitter, leadership, secretari, warn, divis, societi, resign, warn"
564,-0.00034650762931882716,-0.00014567486374491653,-0.00013054468219293034,658,4,45644960,2019-08-28 19:06:00,The Washington Post,Dunford: Too early to discuss full pullout from Afghanistan,"['dunford', 'earli', 'discuss', 'full', 'pullout', 'afghanistanth', 'top', 'us', 'militari', 'offic', 'say', 'earli', 'talk', 'full', 'american', 'troop', 'withdraw', 'afghanistan', 'peac', 'talk', 'taliban', 'near', 'final', 'agreement']","dunford, afghanistan, chief, joseph, withdraw, troop, joint, pullout, earli, gen"
565,-0.000553263707273512,-0.00018619842558274184,0.0003672511196505424,713,11,5040187,2019-08-28 19:06:32,CNN,Italy's Democratic Party and Five Star Movement agree to form new government,"['itali', 'democrat', 'parti', 'five', 'star', 'movement', 'agre', 'form', 'new', 'governmentitali', 'antiestablish', 'five', 'star', 'movement', 'm5', 'centerleft', 'opposit', 'democrat', 'parti', 'pd', 'agre', 'wednesday', 'form', 'new', 'coalit', 'govern', 'avoid', 'snap', 'elect', 'could', 'favor', 'matteo', 'salvini', 'farright', 'leagu', 'parti']","star, pd, itali, form, movement, readi, parti, opposit, establish, deputi"
566,-0.0005697914767953698,0.0002594241705691627,-0.0005193165409219044,278,9,1744103,2019-08-28 19:07:21,Reuters,United States did not agree to G7 Amazon aid initiative: NSC,"['unit', 'state', 'agre', 'g7', 'amazon', 'aid', 'initi', 'nscthe', 'unit', 'state', 'agre', '20', 'million', 'emerg', 'aid', 'packag', 'help', 'battl', 'wildfir', 'announc', 'french', 'presid', 'emmanuel', 'macron', 'g7', 'summit', 'weekend', 'spokesman', 'us', 'nation', 'secur', 'council', 'nsc', 'said', 'wednesday']","g7, aid, amazon, summit, nsc, misunderstand, induc, chump, agre, happen"
567,0.00021563645324163854,-0.0009613783378008537,-0.0010173575762037913,837,8,1095220,2019-08-28 19:08:03,Reuters,California sheriff's deputy who admitted sniper hoax is fired,"['california', 'sheriff', 'deputi', 'admit', 'sniper', 'hoax', 'firedth', 'southern', 'california', 'sheriff', 'deputi', 'made', 'stori', 'sniper', 'shot', 'shoulder', 'fire', 'angel', 'counti', 'sheriff', 'said', 'wednesday']","sniper, sheriff, deputi, shot, fire, counti, fake, allegedli, reinosa, angel"
568,-0.000358950394732014,2.2103329594155342e-05,-0.00015099548047457203,587,4,3658897,2019-08-28 19:11:30,Reuters,U.S. will not release Middle East peace plan before Israeli election,"['us', 'releas', 'middl', 'east', 'peac', 'plan', 'isra', 'electionth', 'unit', 'state', 'releas', 'longdelay', 'polit', 'portion', 'israelipalestinian', 'peac', 'plan', 'israel', 'elect', 'next', 'month', 'white', 'hous', 'middl', 'east', 'envoy', 'jason', 'greenblatt', 'said', 'wednesday']","peac, releas, isra, plan, envoy, elect, middl, greenblatt, portion, palestinian"
569,0.0005534348294474738,-0.00043259292796543137,-0.0009792364706489548,431,8,4495386,2019-08-28 19:12:22,Fox News,Three Hamas policemen killed in rare attacks with Gaza in 'state of alert',"['three', 'hama', 'policemen', 'kill', 'rare', 'attack', 'gaza', 'state', 'alertgaza', 'interior', 'ministri', 'said', 'wednesday', 'arrest', 'made', 'pair', 'coordin', 'bomb', 'kill', 'three', 'hama', 'policemen', 'gaza', 'citi', 'checkpoint', 'previou', 'night']","gaza, hama, checkpoint, bomb, explos, policemen, kill, offic, strip, suicid"
570,0.00011734625546116158,-5.795586858948014e-05,-0.0008886569101441672,1143,4,2856258,2019-08-28 19:13:23,Reuters,Lebanese army fires at Israeli drones near border,"['lebanes', 'armi', 'fire', 'isra', 'drone', 'near', 'borderth', 'lebanes', 'armi', 'open', 'fire', 'two', 'three', 'isra', 'drone', 'breach', 'lebanes', 'airspac', 'wednesday', 'even', 'south', 'countri', 'near', 'isra', 'border', 'three', 'return', 'isra', 'airspac', 'armi', 'said']","lebanes, isra, airspac, drone, armi, open, breach, near, fire, return"
